observable,lag_index,time,C,SE_C,SNR_C,C_discard_first_quarter,lambda_eff,lambda_ci_low,lambda_ci_high
sin_theta1,158,1.58,0.0009634921403609928,0.000764826067743799,1.2597532707053898,0.0012924537042936764,nan,-13.50000932736509,2.7008424598999365
sin_theta1,168,1.68,-0.0005886180198604701,0.0007520444048032118,-0.7826905114924622,-0.000540504378258393,nan,-10.107836481953731,2.1505645783202816
sin_theta1,178,1.78,-0.0010160605893499116,0.0007703891830295982,-1.3188925957581557,-0.001095595627328696,nan,-9.779599394386276,3.398631965377424
sin_theta1,188,1.8800000000000001,-0.0009453562036071803,0.0007482166788574666,-1.2634791903473037,-0.0010980726807029355,nan,2.994731454214388,5.526922171164464
sin_theta1,200,2.0,-0.0010056248711604464,0.0006923275246323097,-1.4525276482319935,-0.0011276807104793403,nan,nan,nan
sin_theta1,211,2.11,-0.0010172631497170647,0.0006598774858663908,-1.541593964797029,-0.0012787762699840465,nan,-8.74801340008694,0.13011750335314975
sin_theta1,224,2.24,-0.001090052738717702,0.0007516459542040815,-1.4502209885130821,-0.0013491325913735453,nan,-5.695470792861845,6.525226539716437
sin_theta1,237,2.37,-0.0010667481586347518,0.0007992151842773692,-1.3347446089869768,-0.0012391647760883538,nan,-4.708633617351686,6.0032899156510355
sin_theta1,251,2.5100000000000002,-0.000716353081934267,0.000727316157265855,-0.9849266715415746,-0.0007369205143273395,nan,-3.4009236484056067,8.505863259216394
sin_theta1,266,2.66,0.00030053495641114134,0.0006638986146257313,0.4526820056411265,0.0009351978786809854,nan,-4.404070867264069,7.274964533055107
sin_theta1,282,2.82,0.0010583845557696767,0.000750457146927569,1.4103197765559123,0.0018368394603988274,nan,-2.4617689388081634,3.9244213587526735
sin_theta1,299,2.99,0.0004085835093390163,0.0006661139744597938,0.6133837826632748,0.0007930678785423074,nan,-4.8844855364744335,4.802422505848253
sin_theta1,316,3.16,-0.0007913219189383074,0.0006851357562539074,-1.154985580179015,-0.0006087396423804392,nan,-5.2771475966906864,2.779831434488414
sin_theta1,335,3.35,-0.0008045771891983659,0.0006709363884384519,-1.1991855011336494,-0.0011426547919790337,nan,-4.862068270367425,3.81388437102943
sin_theta1,355,3.5500000000000003,-2.751017080332648e-05,0.0008260064380156025,-0.033305031943112816,-0.00015572517733906507,nan,-2.219455067358928,4.1748871450579585
sin_theta1,376,3.7600000000000002,-0.000398611609307054,0.0006862623385376618,-0.5808443607097031,-0.0009186904450785646,nan,-0.3365660411714094,4.641667852344899
sin_theta1,398,3.98,0.0005453300982267194,0.0005738042356846957,0.9503765645368593,0.0005500266939394156,nan,-3.760718967287596,3.0349962700700064
sin_theta1,422,4.22,0.0012373349266628698,0.0006853209477180171,1.8054824251074622,0.0006710246916243861,nan,-4.8696135176909,-1.0634061453886656
sin_theta1,447,4.47,-0.0007439332395032306,0.0007307588058844451,-1.018028429507381,-0.001192541225599129,nan,-4.136225275008491,1.4094134890858512
sin_theta1,473,4.73,-0.0015521539184714926,0.000739690159480898,-2.0983838957121828,-0.0013401593408770742,nan,-3.6952709989715653,1.1918133804324267
sin_theta1,501,5.01,-0.0008495641399556875,0.0007756954651013364,-1.0952289631404521,-3.0214097675339746e-06,nan,-1.8974786929289125,3.6177902351137354
sin_theta1,531,5.3100000000000005,-2.3918454620690754e-05,0.0007868435723246237,-0.030397979295969706,-0.00011353521993407245,nan,-1.9845832040108002,2.869298468812568
sin_theta1,562,5.62,0.0004808823836571523,0.0007112942966738186,0.6760666940616181,0.0004791417821457757,nan,-1.2852189667382916,3.3160134401369064
sin_theta1,596,5.96,-0.00048502965705826977,0.000722257986825331,-0.6715462700387806,-0.0010231805121392343,nan,-2.253936908315658,2.372153700089341
sin_theta1,631,6.3100000000000005,0.0008170543433032915,0.0007047394017013742,1.1593708842314872,0.0005635724487249843,nan,-2.9830332964915,1.7457304690033348
sin_theta1,668,6.68,7.315256234582389e-05,0.0006555317008873063,0.11159271511477929,-0.0002945059180139689,nan,-1.6198557277099799,2.683757478026112
sin_theta1,708,7.08,-0.0006187833023805853,0.0007472526375498516,-0.8280777762250513,-0.00017561046320577173,nan,-2.3545350856544993,1.1805717104147815
sin_theta1,750,7.5,0.000348348652103225,0.0007341610357994288,0.4744853446545385,0.00038585871346714045,nan,-1.9065125465182504,1.7136376357295335
sin_theta1,794,7.94,-8.958955880303954e-05,0.0007568792290371696,-0.11836704637410507,-0.000579120753249479,nan,-0.39454809523755546,2.65372095733832
sin_theta1,841,8.41,-0.0005440583865200924,0.0007608564225432877,-0.7150605165446168,-0.000752198538813934,nan,-1.9811597604863838,0.9385357670636812
sin_theta1,891,8.91,0.0012322745005655916,0.0007280980407271052,1.6924568281147927,0.0013369319895276813,nan,-1.3535921243737117,1.4634248489271786
sin_theta1,944,9.44,-0.0006383855628897175,0.000787816372733317,-0.8103227921943897,-0.00030002772913562646,nan,nan,nan
sin_theta1,1000,10.0,-0.00027097506636364924,0.0008130397988527124,-0.3332863492611611,-0.0009785207281770936,nan,nan,nan
cos_theta3,0,0.0,0.4899698202699074,0.0005679953931204849,862.6299195457973,0.49003315530672903,nan,nan,nan
cos_theta3,1,0.01,0.45119586566569336,0.0005777478839419842,780.956327502536,0.4513107663538443,nan,nan,nan
cos_theta3,2,0.02,0.4223193006736479,0.0005874575243196623,718.8933381400436,0.4224346507934488,-6.911889134040619,-6.954957513718493,-6.864994344266938
cos_theta3,3,0.03,0.3961279983973954,0.0006080113499379383,651.514150908251,0.3962382097833894,-6.4520290225828365,-6.4927477074395785,-6.408932495330901
cos_theta3,4,0.04,0.371618664309339,0.0006314616639271162,588.5055032449784,0.37179144236448375,-6.403636582413367,-6.444130179141215,-6.360415121910145
cos_theta3,5,0.05,0.3485634836844338,0.0006556205850728121,531.6542701991624,0.34881834474640133,-6.411556002592876,-6.455814824254705,-6.365746054479571
