case,observable,time,C,SE_C,damped_fit,real_exponential_fit
driven_dt2p5e-4,I1_minus_I3,0.7000000000000001,-0.19911450070909506,0.012923935823852784,-0.1921024094511015,0.030374718480779963
driven_dt2p5e-4,I1_minus_I3,0.71,-0.18847439921835024,0.012896575980431096,-0.18236614913589222,0.028013758135786965
driven_dt2p5e-4,I1_minus_I3,0.72,-0.1777114569413848,0.012874406762669746,-0.17259812063280178,0.025836310067760614
driven_dt2p5e-4,I1_minus_I3,0.73,-0.1668825578822385,0.012846995421440235,-0.16285270582949551,0.023828110269315566
driven_dt2p5e-4,I1_minus_I3,0.74,-0.15603816367453166,0.012812809269859768,-0.1531789896680002,0.021976003443121523
driven_dt2p5e-4,I1_minus_I3,0.75,-0.14521830981721118,0.012762385454035186,-0.14362100642882758,0.02026785682429868
driven_dt2p5e-4,I1_minus_I3,0.76,-0.13446738870328862,0.012708982702022932,-0.1342179891194914,0.018692480701209845
driven_dt2p5e-4,I1_minus_I3,0.77,-0.12379084540416843,0.012635818984472936,-0.12500462036062435,0.017239555113997274
driven_dt2p5e-4,I1_minus_I3,0.78,-0.11322584431166564,0.012557973679801411,-0.11601128330802553,0.015899562250681544
driven_dt2p5e-4,I1_minus_I3,0.79,-0.10286656997736474,0.012482409545501495,-0.10726431128795204,0.014663724097963848
driven_dt2p5e-4,I1_minus_I3,0.8,-0.09273161883261502,0.012396818779398841,-0.09878623495567576,0.013523944938294672
driven_dt2p5e-4,I1_minus_I3,0.81,-0.08279556481257161,0.012300767735734922,-0.09059602591365425,0.012472758316519493
driven_dt2p5e-4,I1_minus_I3,0.8200000000000001,-0.07310746329252975,0.012191087392488838,-0.08270933584555595,0.011503278128690992
driven_dt2p5e-4,I1_minus_I3,0.8300000000000001,-0.06373745016364428,0.012062076019885326,-0.07513873033581701,0.010609153512640638
driven_dt2p5e-4,I1_minus_I3,0.84,-0.054660538640645094,0.011927974733578333,-0.06789391665140954,0.009784527244807497
driven_dt2p5e-4,I1_minus_I3,0.85,-0.045933465908965146,0.011791658402552417,-0.060981964863116495,0.009023997370790337
driven_dt2p5e-4,I1_minus_I3,0.86,-0.037582111892277885,0.011657115735539916,-0.05440752177792246,0.008322581818272919
driven_dt2p5e-4,I1_minus_I3,0.87,-0.029571375525240636,0.011531477966471648,-0.04817301724223228,0.0076756857605090965
driven_dt2p5e-4,I1_minus_I3,0.88,-0.021999816068122114,0.011411571681077691,-0.04227886245766836,0.007079071516572761
driven_dt2p5e-4,I1_minus_I3,0.89,-0.014920749924862503,0.011288631826138026,-0.03672364002730262,0.006528830791195387
driven_dt2p5e-4,I1_minus_I3,0.9,-0.008251946270640492,0.011170255535407904,-0.031504285520520724,0.006021359072340264
driven_dt2p5e-4,I1_minus_I3,0.91,-0.0019916210069199566,0.011058992280808908,-0.02661626040947832,0.005553332018797206
driven_dt2p5e-4,I1_minus_I3,0.92,0.003856378045196682,0.010954136234578048,-0.022053716289472437,0.005121683683117764
driven_dt2p5e-4,I1_minus_I3,0.93,0.0092907289770673,0.010863085096265242,-0.017809650349727226,0.004723586427234046
driven_dt2p5e-4,I1_minus_I3,0.9400000000000001,0.014369516579299675,0.010786578131370897,-0.013876052110285465,0.004356432399192484
driven_dt2p5e-4,I1_minus_I3,0.9500000000000001,0.01910539387669295,0.010709257714229889,-0.010244041485121688,0.004017816449660492
driven_dt2p5e-4,I1_minus_I3,0.96,0.023432582145161373,0.010642751070399265,-0.0069039982714744295,0.003705520376295683
driven_dt2p5e-4,I1_minus_I3,0.97,0.027439803879001846,0.01058521026568485,-0.003845683200950289,0.003417498392765745
driven_dt2p5e-4,I1_minus_I3,0.98,0.031085708843126315,0.010527807858266595,-0.0010583507194123771,0.0031518637272295747
driven_dt2p5e-4,I1_minus_I3,0.99,0.034358883140137186,0.010467451020101269,0.0014691463097512164,0.002906876262489133
driven_dt2p5e-4,I1_minus_I3,1.0,0.0372326688731323,0.010414869752742724,0.0037482597604452483,0.0026809311368452163
driven_dt2p5e-4,cos_odd_diff,0.05,0.7134397011737509,0.001859958436943026,0.708851503424852,0.748966439247776
driven_dt2p5e-4,cos_odd_diff,0.06,0.672213439050602,0.001852268325679126,0.6690558699171444,0.6962790922496315
driven_dt2p5e-4,cos_odd_diff,0.07,0.6324030893112728,0.0018484659746704844,0.6307831797771718,0.6472981283258621
driven_dt2p5e-4,cos_odd_diff,0.08,0.5941310395653193,0.0018454298341767975,0.5940360415892414,0.6017628155118367
driven_dt2p5e-4,cos_odd_diff,0.09,0.5576021021614292,0.0018391318244163194,0.5588094208690053,0.5594307634865208
driven_dt2p5e-4,cos_odd_diff,0.1,0.5229144038343141,0.0018088246685950147,0.5250915743681928,0.520076633297651
driven_dt2p5e-4,cos_odd_diff,0.11,0.4899186010733655,0.0017830389104579784,0.4928649053711306,0.4834909378535392
driven_dt2p5e-4,cos_odd_diff,0.12,0.45872386863620596,0.0017546947340686947,0.46210674528012485,0.449478926796365
driven_dt2p5e-4,cos_odd_diff,0.13,0.4292883262386658,0.0017209118851729758,0.4327900665103101,0.4178595498209981
driven_dt2p5e-4,cos_odd_diff,0.14,0.4016030702752196,0.0016846987554998132,0.4048841314468928,0.3884644929209599
driven_dt2p5e-4,cos_odd_diff,0.15,0.37549028536571893,0.001650957340784888,0.3783550819590662,0.36113728243134036
driven_dt2p5e-4,cos_odd_diff,0.16,0.35080312615054854,0.0016159416645445495,0.3531664737154236,0.3357324520993738
driven_dt2p5e-4,cos_odd_diff,0.17,0.3275296524491821,0.0015732803804403789,0.3292797593055475,0.3121147687488842
driven_dt2p5e-4,cos_odd_diff,0.18,0.30559718036168,0.0015293588818799924,0.306654723941648,0.29015851241671253
driven_dt2p5e-4,cos_odd_diff,0.19,0.28487600499355326,0.0014836116442937528,0.2852498772926672,0.269746807129198
driven_dt2p5e-4,cos_odd_diff,0.2,0.26526293463554296,0.0014460557133427875,0.26502280479110535,0.25077099875635334
driven_dt2p5e-4,cos_odd_diff,0.21,0.24669778579608143,0.0014146201325807174,0.245930481549868,0.2331300766319693
driven_dt2p5e-4,cos_odd_diff,0.22,0.22923487615865162,0.0013844801377032965,0.2279295518325721,0.21673013586085949
driven_dt2p5e-4,cos_odd_diff,0.23,0.21265936768865618,0.0013594432253220615,0.21097657683581708,0.2014838774510371
driven_dt2p5e-4,cos_odd_diff,0.24,0.19701251677242407,0.001355281450459733,0.1950282533657626,0.1873101436099638
driven_dt2p5e-4,cos_odd_diff,0.25,0.18219067602815053,0.0013521095702685863,0.18004160582375384,0.17413348573119125
driven_dt2p5e-4,cos_odd_diff,0.26,0.1682264742855109,0.0013523696612154842,0.16597415375648453,0.16188376277173494
driven_dt2p5e-4,cos_odd_diff,0.27,0.15513053159823756,0.0013584908906132329,0.15278405707506038,0.15049576788228966
driven_dt2p5e-4,cos_odd_diff,0.28,0.14279880697732272,0.0013679674458601545,0.1404302409040793,0.13990888130279205
driven_dt2p5e-4,cos_odd_diff,0.29,0.1311657232306439,0.0013736064139568832,0.12887250188622895,0.13006674767564866
driven_dt2p5e-4,cos_odd_diff,0.3,0.1201799712676753,0.0013753980328872256,0.11807159763966137,0.12091697605892618
driven_dt2p5e-4,cos_odd_diff,0.31,0.10981206929507262,0.0013944652323020783,0.10798932094427734,0.11241086104263588
driven_dt2p5e-4,cos_odd_diff,0.32,0.1001268853462673,0.0014181852083267426,0.09858856011877039,0.10450312348357789
driven_dt2p5e-4,cos_odd_diff,0.33,0.09108146457996898,0.001444711052119945,0.08983334694258446,0.09715166947864391
driven_dt2p5e-4,cos_odd_diff,0.34,0.0825801578432365,0.0014642849685118488,0.08168889337555478,0.09031736629356223
driven_dt2p5e-4,cos_odd_diff,0.35000000000000003,0.0746386751526453,0.0014956715017455761,0.07412161823267033,0.08396383405432503
driven_dt2p5e-4,cos_odd_diff,0.36,0.06726853791952024,0.0015255262281715853,0.06709916488185225,0.07805725209244448
driven_dt2p5e-4,cos_odd_diff,0.37,0.06038704781351292,0.0015532808818774935,0.06059041094863009,0.07256617891318856
driven_dt2p5e-4,cos_odd_diff,0.38,0.05408071286200744,0.0015786878887939337,0.054565470932858434,0.06746138482846488
driven_dt2p5e-4,cos_odd_diff,0.39,0.04827208152258833,0.0015953232742465157,0.04899569256890287,0.06271569636343498
driven_dt2p5e-4,cos_odd_diff,0.4,0.042935654579627426,0.0016100961215141437,0.04385364769179441,0.05830385160861625
driven_dt2p5e-4,cos_odd_diff,0.41000000000000003,0.03792303098013891,0.0016234745585598513,0.03911311830745989,0.0542023657474918
driven_dt2p5e-4,cos_odd_diff,0.42,0.03337803100942244,0.001633398617272178,0.034749078505061995,0.0503894060438145
driven_dt2p5e-4,cos_odd_diff,0.43,0.029204113034721108,0.0016531298089314849,0.030737672793490246,0.046844675623146696
driven_dt2p5e-4,cos_odd_diff,0.44,0.025375345392396657,0.0016766304393890845,0.027056191391925864,0.04354930542998943
driven_dt2p5e-4,cos_odd_diff,0.45,0.021884135345447486,0.001689944360072037,0.023683042955941185,0.040485753785375674
driven_dt2p5e-4,cos_odd_diff,0.46,0.01880055952383188,0.0016982050699432918,0.02059772517559004,0.03763771301025911
